student_id,age,study_hours_per_week,attendance_pct,average_grade,assignments_count,sleep_hours_per_night,final_score,passed
STU-0000421,17,1.0,53.1,68.5,3,5.2,57.2,no
STU-0000422,22,15.8,88.1,94.5,12,7.4,94.0,yes
STU-0000423,18,7.9,63.9,87.8,10,6.7,72.1,yes
STU-0000424,20,4.7,72.0,89.2,12,6.9,65.9,yes
STU-0000425,23,6.4,87.9,100,4,6.9,79.9,yes
STU-0000426,22,25.1,77.0,100,5,7.6,94.5,yes
STU-0000427,22,15.9,100,100,4,8.6,96.8,yes
STU-0000428,21,24.3,92.9,100,12,8.3,83.1,yes
STU-0000429,20,10.7,84.4,100,4,6.8,79.2,yes
STU-0000430,19,16.4,62.6,86.7,11,6.4,75.8,yes
STU-0000431,19,12.2,85.9,70.6,6,5.8,67.0,yes
STU-0000432,23,9.7,67.3,55.5,10,6.3,46.8,no
STU-0000433,24,11.4,76.7,62.8,4,8.5,71.1,yes
STU-0000434,20,16.6,94.1,100,5,6.3,60.3,yes
STU-0000435,19,6.4,69.6,69.8,8,6.4,49.5,no
STU-0000436,19,23.7,88.0,100,5,6.7,84.5,yes
STU-0000437,20,1.0,57.4,45.7,6,6.8,49.3,no
STU-0000438,18,11.9,62.7,79.0,5,7.1,67.1,yes
STU-0000439,23,26.6,100,100,12,6.4,97.7,yes
STU-0000440,23,3.7,89.7,82.8,8,7.3,74.6,yes
STU-0000441,19,8.0,71.2,73.0,8,7.1,72.9,yes
STU-0000442,21,12.1,88.5,99.0,10,6.4,90.3,yes
STU-0000443,20,24.3,100,99.5,7,5.6,88.9,yes
STU-0000444,25,1.0,60.6,40.9,5,6.9,41.2,no
STU-0000445,18,3.9,59.6,72.9,13,5.4,54.1,no
STU-0000446,17,8.0,94.9,100,12,7.3,82.8,yes
STU-0000447,21,13.5,79.0,100,10,7.6,89.2,yes
STU-0000448,22,13.0,91.9,80.4,4,7.9,90.1,yes
STU-0000449,22,1.0,64.5,51.4,5,8.1,54.7,no
STU-0000450,18,11.4,84.5,100,4,7.9,86.5,yes
STU-0000451,18,16.7,76.7,86.0,8,8.0,84.3,yes
STU-0000452,21,8.4,81.5,100,6,7.5,85.7,yes
STU-0000453,19,1.6,77.8,65.1,8,6.3,53.2,no
STU-0000454,21,1.0,74.1,74.2,5,5.2,60.5,yes
STU-0000455,19,15.9,65.7,62.9,5,7.3,65.0,yes
STU-0000456,18,15.8,79.7,82.2,4,7.4,74.0,yes
STU-0000457,20,15.7,81.2,93.6,4,5.4,72.3,yes
STU-0000458,18,14.8,79.8,82.7,4,7.7,80.6,yes
STU-0000459,19,5.5,82.5,49.5,14,6.5,49.7,no
STU-0000460,20,10.8,75.3,100,10,6.8,80.7,yes
STU-0000461,19,11.7,71.3,100,12,6.0,71.9,yes
STU-0000462,18,4.2,64.1,64.9,3,6.9,61.7,yes
STU-0000463,21,23.4,97.0,100,5,8.7,93.2,yes
STU-0000464,26,5.2,80.8,79.8,10,5.8,61.2,yes
STU-0000465,21,19.7,88.1,100,13,8.0,88.6,yes
STU-0000466,24,17.1,85.7,82.9,3,8.5,86.2,yes
STU-0000467,19,12.2,69.2,67.9,8,6.7,53.8,no
STU-0000468,22,11.7,86.2,100,4,6.6,88.1,yes
STU-0000469,25,6.2,73.0,92.0,8,6.7,82.8,yes
STU-0000470,23,10.8,72.4,100,11,7.2,81.1,yes
STU-0000471,21,16.5,93.4,100,13,7.3,83.5,yes
STU-0000472,17,23.4,86.3,100,8,8.4,89.4,yes
STU-0000473,23,1.0,65.5,43.2,3,7.0,50.3,no
STU-0000474,26,13.3,85.3,84.3,3,8.9,77.2,yes
STU-0000475,21,1.0,80.2,77.0,11,6.2,63.8,yes
STU-0000476,19,9.6,81.2,100,14,8.0,86.6,yes
STU-0000477,23,2.0,90.4,78.8,4,7.7,77.5,yes
STU-0000478,18,18.3,100,100,13,10,95.1,yes
STU-0000479,18,1.0,52.2,88.5,6,7.8,66.6,yes
STU-0000480,19,15.9,88.3,100,13,8.8,78.6,yes
STU-0000481,18,5.9,70.1,100,5,6.9,64.7,yes
STU-0000482,18,8.2,61.8,59.4,13,6.3,64.8,yes
STU-0000483,24,11.6,67.6,64.8,10,6.7,63.3,yes
STU-0000484,21,13.4,74.3,92.8,3,7.0,69.2,yes
STU-0000485,18,17.3,91.7,100,4,8.4,93.7,yes
STU-0000486,19,11.7,74.7,59.8,7,6.6,54.7,no
STU-0000487,19,8.2,70.4,87.6,7,7.7,72.6,yes
STU-0000488,22,20.4,88.8,100,9,7.5,91.8,yes
STU-0000489,19,20.6,69.6,100,14,7.2,82.9,yes
STU-0000490,24,9.1,80.0,88.3,10,7.2,84.8,yes
STU-0000491,20,10.8,85.0,100,7,7.4,91.1,yes
STU-0000492,19,11.6,65.4,100,10,6.7,76.7,yes
STU-0000493,23,1.0,49.9,64.7,5,7.1,46.7,no
STU-0000494,23,3.7,57.0,36.4,13,6.9,42.1,no
STU-0000495,26,22.8,65.9,55.0,7,7.2,59.9,no
STU-0000496,19,11.3,57.7,87.6,8,6.7,68.1,yes
STU-0000497,21,8.4,72.7,86.7,9,8.1,69.4,yes
STU-0000498,21,1.0,69.9,56.8,11,6.7,56.2,no
STU-0000499,19,21.4,84.5,100,13,8.2,89.7,yes
STU-0000500,26,9.7,71.6,98.8,11,6.2,72.1,yes
STU-0000501,17,10.1,75.7,57.6,12,7.7,66.6,yes
STU-0000502,18,10.7,50.8,66.9,5,6.1,34.0,no
STU-0000503,23,19.9,87.9,87.7,7,7.6,86.3,yes
STU-0000504,20,11.9,80.6,75.5,13,7.3,68.4,yes
STU-0000505,26,3.7,53.8,78.0,3,6.5,60.7,yes
STU-0000506,19,13.6,95.0,83.2,11,8.7,83.2,yes
STU-0000507,17,19.5,68.7,100,12,7.7,70.7,yes
STU-0000508,17,19.9,78.1,100,6,6.4,78.1,yes
STU-0000509,20,3.2,71.0,85.3,13,7.4,72.4,yes
STU-0000510,25,15.1,95.0,100,10,7.6,90.6,yes
STU-0000511,18,6.6,57.5,60.1,9,6.1,41.1,no
STU-0000512,23,13.8,43.2,58.4,10,6.8,46.3,no
STU-0000513,19,13.3,66.7,78.3,6,7.5,70.8,yes
STU-0000514,18,16.4,92.4,81.6,3,8.2,76.8,yes
STU-0000515,24,17.8,52.6,76.6,9,5.4,68.8,yes
STU-0000516,21,14.8,81.2,99.2,5,7.0,81.7,yes
STU-0000517,21,13.5,90.3,100,9,6.5,84.4,yes
STU-0000518,24,17.3,84.2,90.0,11,7.1,90.7,yes
STU-0000519,20,19.0,74.9,100,14,8.9,83.0,yes
STU-0000520,21,18.4,96.2,100,7,8.3,95.3,yes
STU-0000521,17,2.7,82.1,70.9,14,6.4,65.4,yes
STU-0000522,18,7.0,65.1,39.5,14,6.7,36.6,no
STU-0000523,18,1.0,77.4,75.6,11,6.4,49.8,no
STU-0000524,24,14.3,81.4,57.5,10,7.9,64.8,yes
STU-0000525,18,2.4,45.7,61.9,12,6.6,54.0,no
STU-0000526,21,10.3,97.5,95.7,7,7.7,85.8,yes
STU-0000527,17,9.5,82.5,63.9,9,6.5,57.2,no
STU-0000528,26,8.9,84.7,100.0,6,6.9,75.5,yes
STU-0000529,20,14.7,87.3,100,7,8.2,87.0,yes
STU-0000530,22,12.0,63.2,82.1,5,6.1,57.1,no
STU-0000531,21,10.0,70.5,76.2,3,7.4,83.2,yes
STU-0000532,18,23.3,78.5,91.9,13,7.5,90.8,yes
STU-0000533,20,3.0,53.9,42.1,12,7.1,64.2,yes
STU-0000534,18,3.9,77.6,80.3,5,6.8,64.7,yes
STU-0000535,17,14.6,79.6,100,11,7.2,83.9,yes
STU-0000536,19,1.7,59.5,63.5,13,6.2,57.9,no
STU-0000537,20,19.1,87.6,100,8,6.6,85.1,yes
STU-0000538,25,14.2,83.0,100,3,7.5,92.2,yes
STU-0000539,26,2.8,80.4,55.9,11,8.2,75.4,yes
STU-0000540,17,16.4,80.2,100,7,7.4,77.8,yes
STU-0000541,20,14.5,83.9,100,14,7.6,91.2,yes
STU-0000542,19,2.0,69.7,83.6,4,7.0,62.3,yes
STU-0000543,23,26.0,82.9,100,13,8.5,85.2,yes
STU-0000544,19,10.3,64.9,71.7,10,6.0,59.7,no
STU-0000545,23,14.8,91.0,68.6,3,8.5,78.2,yes
STU-0000546,18,18.3,88.2,100,8,7.3,85.3,yes
STU-0000547,20,10.4,84.7,94.0,4,7.3,76.0,yes
STU-0000548,25,14.9,83.1,84.6,4,6.5,82.1,yes
STU-0000549,21,18.2,67.9,74.2,4,6.7,70.5,yes
STU-0000550,26,8.9,86.5,100,7,6.3,83.1,yes
STU-0000551,20,9.2,75.0,87.0,12,6.7,72.0,yes
STU-0000552,22,10.2,82.6,86.8,9,8.6,82.7,yes
STU-0000553,24,3.3,83.9,99.4,12,6.6,84.6,yes
STU-0000554,18,23.6,91.3,100,8,6.5,71.3,yes
STU-0000555,19,13.3,75.4,100,8,6.7,81.0,yes
STU-0000556,26,24.4,100,100,4,7.9,100,yes
STU-0000557,18,1.0,35,22.1,4,6.7,29.4,no
STU-0000558,25,6.0,50.4,86.5,7,7.9,65.5,yes
STU-0000559,25,3.7,77.7,86.9,13,7.8,66.9,yes
STU-0000560,18,1.0,69.1,33.4,6,5.7,33.7,no
STU-0000561,20,1.8,60.9,51.6,12,7.3,57.6,no
STU-0000562,17,14.1,87.7,100,4,8.0,88.5,yes
STU-0000563,18,9.1,82.5,87.7,7,6.5,72.9,yes
STU-0000564,24,12.5,85.1,87.8,5,7.4,83.6,yes
STU-0000565,20,17.8,65.4,75.3,6,7.0,73.3,yes
STU-0000566,25,6.0,70.2,85.5,6,6.9,62.5,yes
STU-0000567,20,9.9,52.4,75.0,8,4.4,44.3,no
STU-0000568,25,2.2,49.3,71.4,7,6.0,55.6,no
STU-0000569,23,13.2,65.2,79.6,11,7.2,60.3,yes
STU-0000570,26,11.4,78.0,100,12,6.2,61.5,yes
STU-0000571,24,5.4,77.6,78.4,10,7.0,59.5,no
STU-0000572,25,7.3,68.9,86.3,12,5.0,71.7,yes
STU-0000573,19,26.7,100,89.9,7,7.9,83.8,yes
STU-0000574,19,5.5,74.7,100,5,6.3,79.4,yes
STU-0000575,18,8.8,56.7,83.3,4,7.4,75.9,yes
STU-0000576,25,10.3,65.0,66.7,12,7.6,61.1,yes
STU-0000577,24,10.0,82.2,92.1,13,6.1,49.2,no
STU-0000578,18,8.3,77.5,86.5,9,8.9,85.6,yes
STU-0000579,20,8.4,70.4,91.1,13,7.5,70.9,yes
STU-0000580,26,17.4,100,88.8,4,6.7,83.9,yes
STU-0000581,17,7.8,85.6,97.0,8,5.8,72.1,yes
STU-0000582,26,18.5,84.0,100,12,6.2,73.3,yes
STU-0000583,21,8.5,80.8,65.2,4,7.3,74.9,yes
STU-0000584,19,3.7,75.8,91.1,13,7.2,68.1,yes
STU-0000585,19,4.8,77.9,100,6,7.4,80.6,yes
STU-0000586,26,11.5,61.2,64.6,6,6.6,64.1,yes
STU-0000587,21,12.7,65.1,85.7,8,7.8,84.1,yes
STU-0000588,20,10.7,83.4,51.4,5,7.7,67.1,yes
STU-0000589,19,21.5,76.3,53.5,3,6.0,53.3,no
STU-0000590,26,26.3,98.5,100,6,9.1,94.6,yes
STU-0000591,25,1.0,57.2,41.2,6,5.6,31.5,no
STU-0000592,26,19.1,90.5,94.1,13,6.6,84.1,yes
STU-0000593,19,12.3,76.5,100,11,8.1,84.4,yes
STU-0000594,19,1.9,79.8,74.9,9,7.6,67.5,yes
STU-0000595,17,13.8,87.8,79.4,5,7.8,79.5,yes
STU-0000596,23,8.3,80.5,74.5,13,8.0,72.9,yes
STU-0000597,19,6.1,64.6,55.2,3,7.0,41.0,no
STU-0000598,20,11.1,61.3,68.3,8,7.8,60.0,no
STU-0000599,20,11.7,82.4,87.3,14,7.2,86.9,yes
STU-0000600,19,4.5,71.2,88.1,3,8.6,76.0,yes
STU-0000601,26,8.4,95.5,84.1,12,9.2,78.4,yes
STU-0000602,18,1.0,71.1,43.3,14,7.6,58.9,no
STU-0000603,25,20.7,88.0,90.9,6,8.4,85.8,yes
STU-0000604,19,1.0,67.9,81.4,11,5.4,64.1,yes
STU-0000605,20,13.5,100,100,14,6.7,87.2,yes
STU-0000606,23,1.0,68.6,55.5,8,6.4,57.5,no
STU-0000607,21,5.6,56.1,54.3,12,7.4,45.7,no
STU-0000608,20,1.3,60.5,47.7,14,7.5,44.1,no
STU-0000609,23,16.5,92.1,100,14,6.6,82.8,yes
STU-0000610,26,19.1,98.6,100,8,6.9,99.1,yes
STU-0000611,21,12.6,91.2,100,3,6.7,82.4,yes
STU-0000612,20,1.3,51.2,20.1,12,7.7,37.3,no
STU-0000613,17,6.6,81.8,90.7,9,6.6,65.2,yes
STU-0000614,18,4.3,69.0,79.5,10,6.4,59.6,no
STU-0000615,19,5.6,88.9,75.9,12,7.4,51.3,no
STU-0000616,18,2.6,77.0,85.7,11,5.9,67.3,yes
STU-0000617,22,5.6,83.8,89.1,4,6.8,78.3,yes
STU-0000618,19,21.1,86.7,100,9,7.3,93.4,yes
STU-0000619,17,3.2,74.5,68.8,8,7.1,65.7,yes
STU-0000620,18,16.0,95.5,96.7,14,8.1,98.6,yes
STU-0000621,22,15.0,83.9,91.8,4,8.9,78.4,yes
STU-0000622,20,1.0,69.9,62.6,12,6.3,62.1,yes
STU-0000623,20,22.7,80.6,100,6,7.7,85.6,yes
STU-0000624,24,1.0,44.3,54.9,3,6.8,45.0,no
STU-0000625,25,1.5,68.8,38.1,5,6.4,38.4,no
STU-0000626,20,8.0,62.9,95.4,14,7.0,62.4,yes
STU-0000627,20,15.9,100,100,5,8.0,100,yes
STU-0000628,22,11.4,97.7,100,11,6.6,79.8,yes
STU-0000629,21,13.9,95.4,100,11,7.5,89.5,yes
STU-0000630,18,18.2,92.9,69.8,5,8.6,87.0,yes
STU-0000631,20,25.7,88.3,90.9,12,6.1,95.1,yes
STU-0000632,22,8.8,81.8,60.6,4,7.9,69.4,yes
STU-0000633,19,5.5,75.7,78.9,9,8.6,81.7,yes
STU-0000634,19,1.0,58.9,50.4,4,7.1,55.7,no
STU-0000635,17,16.9,91.5,86.0,8,6.8,82.0,yes
STU-0000636,24,17.1,97.6,86.0,3,6.0,73.3,yes
STU-0000637,20,13.7,68.7,74.0,6,7.2,62.8,yes
STU-0000638,17,17.0,74.4,100,13,7.1,87.7,yes
STU-0000639,21,16.7,77.3,95.3,7,7.0,79.7,yes
STU-0000640,25,19.8,79.4,89.0,5,5.6,78.7,yes
STU-0000641,21,16.8,88.7,91.1,5,6.6,75.3,yes
STU-0000642,23,11.1,71.9,100,12,8.4,89.9,yes
STU-0000643,24,9.3,62.8,65.7,11,7.1,69.6,yes
STU-0000644,24,4.8,82.9,71.0,4,5.6,58.4,no
STU-0000645,24,22.3,100,85.6,6,8.5,95.3,yes
STU-0000646,23,13.4,77.0,99.5,6,8.8,86.4,yes
STU-0000647,19,13.5,64.2,90.6,6,5.5,67.2,yes
STU-0000648,20,13.6,86.1,100,4,8.1,97.2,yes
STU-0000649,20,2.6,65.3,39.9,7,5.2,34.9,no
STU-0000650,18,7.7,58.7,76.7,12,7.1,67.5,yes
STU-0000651,23,3.5,61.9,38.1,5,6.8,43.0,no
STU-0000652,20,21.4,85.8,82.4,14,8.1,59.0,no
STU-0000653,22,9.2,62.0,46.1,12,6.1,41.3,no
STU-0000654,20,14.9,72.9,81.7,13,7.1,73.0,yes
STU-0000655,23,14.2,63.2,100,8,8.7,85.3,yes
STU-0000656,26,28.7,100,100,4,7.9,99.0,yes
STU-0000657,18,17.8,100,100,12,8.0,100,yes
STU-0000658,24,17.5,72.3,42.0,8,7.6,62.7,yes
STU-0000659,19,9.0,74.2,100,10,8.2,80.1,yes
STU-0000660,21,3.1,66.2,70.0,12,5.3,51.7,no
STU-0000661,19,22.2,95.4,87.9,5,7.9,90.3,yes
STU-0000662,23,28.8,100,100,3,8.4,100,yes
STU-0000663,20,15.1,83.1,100,12,7.5,75.8,yes
STU-0000664,20,4.9,78.9,74.4,9,6.1,64.3,yes
STU-0000665,20,16.3,83.6,69.2,9,6.2,59.4,no
STU-0000666,24,16.5,87.8,100,6,8.3,75.4,yes
STU-0000667,19,1.9,51.2,38.4,9,6.8,46.1,no
STU-0000668,21,10.1,72.6,86.9,13,6.8,71.9,yes
STU-0000669,18,6.8,58.4,66.4,7,6.9,64.6,yes
STU-0000670,19,6.7,69.8,100,9,6.9,84.3,yes
STU-0000671,20,18.5,59.4,89.9,5,8.7,72.5,yes
STU-0000672,23,8.5,79.6,61.5,14,6.5,59.9,no
STU-0000673,20,18.3,68.0,66.7,11,5.3,64.6,yes
STU-0000674,23,7.4,72.2,100,10,7.2,71.9,yes
STU-0000675,24,1.0,53.8,32.9,13,7.7,48.3,no
STU-0000676,18,10.1,83.5,82.4,4,7.6,78.5,yes
STU-0000677,22,3.2,81.1,63.0,4,7.2,58.6,no
STU-0000678,22,7.7,72.3,62.6,6,7.8,73.0,yes
STU-0000679,19,16.4,99.5,100,13,8.0,100,yes
STU-0000680,20,20.4,85.3,100,9,7.3,93.6,yes
STU-0000681,21,6.8,83.8,97.3,9,6.8,75.7,yes
STU-0000682,26,6.8,72.1,77.0,10,6.4,56.7,no
STU-0000683,17,16.4,95.8,100,13,7.6,86.5,yes
STU-0000684,19,12.5,71.3,46.4,8,7.4,58.8,no
STU-0000685,19,10.0,71.9,69.6,9,6.9,60.1,yes
STU-0000686,19,12.5,65.6,41.9,4,7.3,51.2,no
STU-0000687,20,8.3,76.0,80.8,11,7.2,76.4,yes
STU-0000688,25,14.5,76.3,100,7,6.9,88.5,yes
STU-0000689,22,10.5,100,100,11,7.1,87.3,yes
STU-0000690,22,11.2,74.5,100,13,7.5,84.8,yes
STU-0000691,23,13.3,80.1,100,13,7.0,83.6,yes
STU-0000692,20,5.9,70.5,64.0,3,7.3,57.1,no
STU-0000693,21,15.4,90.1,74.9,9,6.8,69.3,yes
STU-0000694,21,12.1,73.9,46.2,4,7.8,62.2,yes
STU-0000695,21,8.2,100,54.1,5,7.3,57.2,no
STU-0000696,23,7.9,64.9,62.1,3,7.2,56.6,no
STU-0000697,19,6.8,72.7,66.5,4,6.7,55.6,no
STU-0000698,21,9.4,65.9,81.7,12,6.5,76.7,yes
STU-0000699,21,6.3,72.0,69.6,9,6.7,63.2,yes
STU-0000700,25,5.3,100,100,8,8.4,89.4,yes
STU-0000701,25,10.9,60.9,66.3,14,6.4,56.9,no
STU-0000702,24,19.7,81.9,79.1,9,6.1,76.0,yes
STU-0000703,18,8.3,67.1,61.2,12,7.0,72.7,yes
STU-0000704,23,1.0,64.1,54.9,13,5.9,50.9,no
STU-0000705,18,19.2,85.0,100,13,7.8,90.2,yes
STU-0000706,19,11.2,71.8,81.6,8,6.9,69.3,yes
STU-0000707,21,14.4,69.7,90.0,9,7.4,83.9,yes
STU-0000708,23,13.9,71.5,73.4,12,6.1,59.3,no
STU-0000709,23,10.2,81.0,94.1,13,7.3,83.7,yes
STU-0000710,22,12.6,98.6,100,8,7.2,93.5,yes
STU-0000711,20,22.1,100,93.1,9,6.9,88.4,yes
STU-0000712,18,14.4,85.5,72.0,11,7.3,75.7,yes
STU-0000713,26,9.4,80.7,71.7,11,7.2,71.0,yes
STU-0000714,25,24.8,89.0,100,14,6.8,77.6,yes
STU-0000715,19,1.0,49.1,39.9,14,4.6,33.1,no
STU-0000716,23,17.9,100,100,7,8.4,100,yes
STU-0000717,19,13.4,87.1,100,7,7.1,81.5,yes
STU-0000718,19,15.8,96.8,100,3,7.4,88.3,yes
STU-0000719,25,13.7,82.2,88.0,5,6.3,76.3,yes
STU-0000720,19,9.1,55.2,67.2,7,6.2,62.1,yes
STU-0000721,18,8.4,54.5,72.7,7,6.7,54.5,no
STU-0000722,17,15.8,91.5,100,10,6.6,84.1,yes
STU-0000723,17,13.9,63.8,58.4,4,7.0,65.7,yes
STU-0000724,19,16.1,84.9,86.3,12,7.3,78.1,yes
STU-0000725,21,15.3,97.7,100,12,7.4,87.6,yes
STU-0000726,22,3.4,73.1,48.8,11,5.7,48.7,no
STU-0000727,26,3.2,68.3,31.3,3,7.9,46.9,no
STU-0000728,25,4.2,76.4,78.8,9,5.6,62.2,yes
STU-0000729,18,8.1,78.6,81.3,12,7.6,72.9,yes
STU-0000730,21,16.3,96.4,99.5,5,6.2,86.0,yes
STU-0000731,20,10.1,63.5,86.9,6,6.5,70.6,yes
STU-0000732,23,3.6,49.4,66.0,3,6.2,53.2,no
STU-0000733,22,11.1,70.4,62.1,4,6.7,55.0,no
STU-0000734,19,5.8,62.3,89.5,5,6.8,68.4,yes
STU-0000735,24,11.5,77.5,39.5,13,6.9,55.6,no
STU-0000736,24,23.5,84.1,85.6,11,7.0,95.6,yes
STU-0000737,20,7.2,82.2,96.0,4,7.3,81.2,yes
STU-0000738,21,17.0,87.5,61.4,4,7.0,67.9,yes
STU-0000739,20,7.9,84.5,92.0,6,7.7,83.7,yes
STU-0000740,19,13.8,71.8,67.8,3,5.9,64.8,yes
STU-0000741,18,4.3,90.3,77.1,10,8.4,66.8,yes
STU-0000742,23,20.9,89.2,100,3,7.0,83.9,yes
STU-0000743,24,5.9,84.5,82.4,12,6.4,86.5,yes
STU-0000744,17,9.8,57.6,60.5,6,6.8,46.3,no
STU-0000745,25,12.8,80.3,100,3,7.6,89.4,yes
STU-0000746,26,22.0,71.1,95.9,10,8.7,88.1,yes
STU-0000747,25,6.0,90.8,84.2,11,7.8,74.1,yes
STU-0000748,18,16.2,69.5,48.7,6,8.5,30.8,no
STU-0000749,25,26.0,86.3,100,8,5.1,80.2,yes
STU-0000750,20,8.7,91.5,59.9,6,7.0,61.3,yes
STU-0000751,19,16.1,89.0,95.5,9,7.1,88.7,yes
STU-0000752,18,20.0,47.4,99.6,14,6.7,78.2,yes
STU-0000753,25,29.3,100,100,9,6.9,97.9,yes
STU-0000754,24,9.4,58.1,71.0,8,7.9,59.4,no
STU-0000755,21,3.2,96.3,84.6,3,6.9,82.0,yes
STU-0000756,21,1.0,59.5,36.5,6,7.1,41.8,no
STU-0000757,17,12.0,84.7,75.9,12,6.7,77.1,yes
STU-0000758,21,14.3,67.5,82.7,11,7.0,67.4,yes
STU-0000759,19,12.5,70.8,89.1,4,8.0,73.8,yes
STU-0000760,26,5.9,71.3,80.6,11,6.5,69.6,yes
STU-0000761,18,16.7,86.4,97.2,13,7.8,99.8,yes
STU-0000762,21,15.5,84.9,100,5,8.3,82.3,yes
STU-0000763,18,16.1,57.3,49.9,3,7.9,76.5,yes
STU-0000764,25,4.8,63.1,61.8,11,6.0,53.2,no
STU-0000765,21,12.5,93.5,100,6,7.0,89.9,yes
STU-0000766,23,2.6,90.7,44.9,9,7.3,48.2,no
STU-0000767,21,6.7,89.4,65.3,5,6.2,66.8,yes
STU-0000768,21,12.5,76.9,65.7,9,6.7,66.6,yes
STU-0000769,22,18.3,91.1,98.0,12,7.6,83.0,yes
STU-0000770,20,16.0,78.6,100,12,7.3,79.8,yes
STU-0000771,25,2.0,78.1,41.0,4,7.1,42.9,no
STU-0000772,21,14.0,89.3,100,7,7.6,90.1,yes
STU-0000773,22,14.9,97.1,100,4,6.9,87.3,yes
STU-0000774,26,4.9,75.9,55.2,3,5.9,56.9,no
STU-0000775,24,12.5,75.2,100,9,7.2,92.2,yes
STU-0000776,21,19.4,75.1,91.5,14,7.7,95.2,yes
STU-0000777,20,1.0,74.0,67.5,13,8.3,70.5,yes
STU-0000778,26,9.6,67.8,71.1,14,6.7,56.3,no
STU-0000779,21,18.4,89.6,96.8,6,6.8,80.8,yes
STU-0000780,21,18.0,96.5,100,6,8.5,96.2,yes
STU-0000781,18,12.3,82.3,100,9,7.1,76.5,yes
STU-0000782,24,10.1,68.9,100,3,6.7,72.6,yes
STU-0000783,26,14.9,88.1,100,12,8.4,82.0,yes
STU-0000784,21,4.6,76.2,78.1,11,6.9,64.4,yes
STU-0000785,21,17.7,85.9,100,4,6.9,79.8,yes
STU-0000786,19,16.8,91.3,89.9,7,8.4,52.7,no
STU-0000787,25,10.7,77.8,87.6,12,6.4,70.7,yes
STU-0000788,19,15.7,71.1,96.8,7,7.7,83.5,yes
STU-0000789,26,17.8,75.5,80.1,3,8.2,73.1,yes
STU-0000790,23,20.5,88.6,100,5,8.1,83.3,yes
STU-0000791,19,15.9,82.8,68.3,14,7.6,74.2,yes
STU-0000792,25,4.9,73.0,74.6,14,6.9,61.2,yes
STU-0000793,25,21.5,65.4,58.3,10,8.4,68.0,yes
STU-0000794,21,8.3,83.6,100,14,6.7,85.5,yes
STU-0000795,21,11.9,89.7,100,8,7.5,89.4,yes
STU-0000796,23,21.1,87.4,100,11,7.4,94.1,yes
STU-0000797,19,8.3,93.3,100,11,6.9,82.4,yes
STU-0000798,19,11.5,68.0,85.6,12,8.1,74.1,yes
STU-0000799,21,16.3,100,100,10,9.6,88.6,yes
STU-0000800,18,21.3,87.4,100,10,7.9,95.2,yes
STU-0000801,24,13.3,66.0,76.2,10,5.7,63.7,yes
STU-0000802,19,11.8,80.0,95.1,6,7.5,89.6,yes
STU-0000803,19,10.6,51.1,92.4,12,6.1,66.7,yes
STU-0000804,19,20.6,100,100,10,6.3,78.3,yes
STU-0000805,20,4.6,82.4,73.3,5,6.5,70.6,yes
STU-0000806,20,2.6,64.7,47.5,12,6.7,43.6,no
STU-0000807,21,19.4,84.7,100,5,8.2,74.7,yes
STU-0000808,18,2.4,84.1,48.4,10,6.3,30.7,no
STU-0000809,18,4.3,54.5,89.9,6,5.7,62.0,yes
STU-0000810,18,13.2,78.5,97.3,10,6.0,85.0,yes
STU-0000811,19,17.5,77.0,96.6,11,7.2,81.8,yes
STU-0000812,20,10.3,81.1,100,6,7.7,80.2,yes
STU-0000813,24,3.4,76.4,52.9,14,7.1,53.6,no
STU-0000814,18,4.7,74.0,95.6,14,7.3,79.5,yes
STU-0000815,24,3.0,81.7,100,11,6.9,69.9,yes
STU-0000816,19,3.2,92.9,85.3,3,6.7,73.4,yes
STU-0000817,18,11.3,63.6,89.4,6,6.5,74.8,yes
STU-0000818,20,12.0,78.9,100,10,7.2,89.7,yes
STU-0000819,20,4.0,78.8,100,9,7.9,83.4,yes
STU-0000820,20,9.6,87.6,95.5,4,7.6,88.8,yes
STU-0000821,21,13.5,63.7,71.1,3,7.0,74.3,yes
STU-0000822,21,5.8,77.8,70.6,5,6.3,64.4,yes
STU-0000823,20,14.8,98.9,80.5,10,6.4,80.3,yes
STU-0000824,17,13.4,82.6,76.8,14,7.4,67.6,yes
STU-0000825,19,6.5,73.0,74.1,13,7.8,67.7,yes
STU-0000826,26,17.5,77.5,100,11,7.0,89.5,yes
STU-0000827,20,21.3,99.9,100,14,8.1,87.4,yes
STU-0000828,20,11.3,74.8,82.6,7,8.7,86.3,yes
STU-0000829,25,6.2,77.9,73.0,7,6.8,62.1,yes
STU-0000830,22,10.2,72.0,82.8,9,6.9,71.6,yes
STU-0000831,24,12.9,74.9,70.8,6,6.4,59.9,no
STU-0000832,17,9.9,77.0,74.9,14,6.5,71.3,yes
STU-0000833,26,13.1,80.7,100,14,7.9,93.6,yes
STU-0000834,25,5.3,50.1,57.3,11,6.5,49.2,no
STU-0000835,22,28.0,75.5,96.4,5,6.6,88.8,yes
STU-0000836,20,1.0,70.0,100,13,6.2,66.0,yes
STU-0000837,21,16.7,81.1,63.0,11,6.2,60.0,yes
STU-0000838,17,12.2,70.8,88.7,4,7.4,79.8,yes
STU-0000839,20,11.4,100,100,13,7.7,87.9,yes
STU-0000840,19,14.7,92.7,100,12,7.3,86.6,yes
STU-0000841,25,5.7,53.5,42.3,5,6.3,36.2,no
STU-0000842,20,1.0,76.4,91.2,14,5.4,61.1,yes
